titre,realisateur,nombre_de_film,Ville,titre_realisateur
MON MEILLEUR AMI,PATRICE LECONTE,1,Nice,MON MEILLEUR AMI_PATRICE LECONTE
MON MEILLEUR AMI,PATRICE LECONTE,1,Nice,MON MEILLEUR AMI_PATRICE LECONTE
MON MEILLEUR AMI,PATRICE LECONTE,1,Nice,MON MEILLEUR AMI_PATRICE LECONTE
MON MEILLEUR AMI,PATRICE LECONTE,1,Nice,MON MEILLEUR AMI_PATRICE LECONTE
CHANGEMENT D'ADRESSE,EMMANUEL MOURET,1,Nice,CHANGEMENT D'ADRESSE_EMMANUEL MOURET
PANORAMA,LOO HUI PHANG,1,Nice,PANORAMA_LOO HUI PHANG
PANORAMA,LOO HUI PHANG,1,Nice,PANORAMA_LOO HUI PHANG
LE PRIX A PAYER,ALEXANDRE LECLERE,1,Nice,LE PRIX A PAYER_ALEXANDRE LECLERE
LE PRIX A PAYER,ALEXANDRE LECLERE,1,Nice,LE PRIX A PAYER_ALEXANDRE LECLERE
LE PRIX A PAYER,ALEXANDRE LECLERE,1,Nice,LE PRIX A PAYER_ALEXANDRE LECLERE
CE QUE MES YEUX ONT VU / LA FORTUNE,LAURENT DE BARTILLAT,1,Nice,CE QUE MES YEUX ONT VU / LA FORTUNE_LAURENT DE BARTILLAT
MISTER BEAN II,STEVE BENDELACK,1,Nice,MISTER BEAN II_STEVE BENDELACK
TOUT EST PARDONNE,MIA HANSEN LOVE,1,Nice,TOUT EST PARDONNE_MIA HANSEN LOVE
BELLE,VADIM SCHMELEUV,1,Nice,BELLE_VADIM SCHMELEUV
LETTRES D'UN TUEUR,FRANCK MANCUSO,1,Nice,LETTRES D'UN TUEUR_FRANCK MANCUSO
LETTRES D'UN TUEUR,FRANCK MANCUSO,1,Nice,LETTRES D'UN TUEUR_FRANCK MANCUSO
LETTRES D'UN TUEUR,FRANCK MANCUSO,1,Nice,LETTRES D'UN TUEUR_FRANCK MANCUSO
2 JOURS - 2 DAYS,JULIE DELPY,1,Lens,2 JOURS - 2 DAYS_JULIE DELPY
2 JOURS - 2 DAYS,JULIE DELPY,1,Lens,2 JOURS - 2 DAYS_JULIE DELPY
2 JOURS - 2 DAYS,JULIE DELPY,1,Lens,2 JOURS - 2 DAYS_JULIE DELPY
L'HOMME QUI MARCHE,AURELIA GEORGES,1,Lens,L'HOMME QUI MARCHE_AURELIA GEORGES
L'HOMME QUI MARCHE,AURELIA GEORGES,1,Lens,L'HOMME QUI MARCHE_AURELIA GEORGES
L'HOMME QUI MARCHE,AURELIA GEORGES,1,Lens,L'HOMME QUI MARCHE_AURELIA GEORGES
L'HOMME QUI MARCHE,AURELIA GEORGES,1,Lens,L'HOMME QUI MARCHE_AURELIA GEORGES
L'HOMME QUI MARCHE,AURELIA GEORGES,1,Lens,L'HOMME QUI MARCHE_AURELIA GEORGES
L'HOMME QUI MARCHE,AURELIA GEORGES,1,Lens,L'HOMME QUI MARCHE_AURELIA GEORGES
L'HOMME QUI MARCHE,AURELIA GEORGES,1,Lens,L'HOMME QUI MARCHE_AURELIA GEORGES
L'HOMME QUI MARCHE,AURELIA GEORGES,1,Lens,L'HOMME QUI MARCHE_AURELIA GEORGES
L'HOMME QUI MARCHE,AURELIA GEORGES,1,Lens,L'HOMME QUI MARCHE_AURELIA GEORGES
HELLPHONE,JAMES HUTH,1,Lens,HELLPHONE_JAMES HUTH
HELLPHONE,JAMES HUTH,1,Lens,HELLPHONE_JAMES HUTH
HELLPHONE,JAMES HUTH,1,Lens,HELLPHONE_JAMES HUTH
HELLPHONE,JAMES HUTH,1,Lens,HELLPHONE_JAMES HUTH
HELLPHONE,JAMES HUTH,1,Lens,HELLPHONE_JAMES HUTH
MISTER LONELY,HARMONY KORINE,1,Lens,MISTER LONELY_HARMONY KORINE
MISTER LONELY,HARMONY KORINE,1,Lens,MISTER LONELY_HARMONY KORINE
MISTER LONELY,HARMONY KORINE,1,Lens,MISTER LONELY_HARMONY KORINE
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Lens,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Lens,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Lens,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Lens,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Lens,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Lens,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Lens,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
L'AMI DE FRED ASTAIRE,NOEMIE LVOVSKY,1,Lens,L'AMI DE FRED ASTAIRE_NOEMIE LVOVSKY
EL TOURBINI,AHMED MEDHAT MORSY,1,Lens,EL TOURBINI_AHMED MEDHAT MORSY
EL TOURBINI,AHMED MEDHAT MORSY,1,Lens,EL TOURBINI_AHMED MEDHAT MORSY
BOARDING GATE,OLIVIER ASSAYAS,1,Lens,BOARDING GATE_OLIVIER ASSAYAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Lens,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Lens,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Lens,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Lens,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Lens,TEEN SPIRIT_OLIVIER DE PLAS
LES ARISTOS,C. DE TURCKHEIM,1,Lens,LES ARISTOS_C. DE TURCKHEIM
LES ARISTOS,C. DE TURCKHEIM,1,Lens,LES ARISTOS_C. DE TURCKHEIM
ECHANGE,CHRISTIAN DITTER,1,Lens,ECHANGE_CHRISTIAN DITTER
LES MURS PORT,CYRIL GELBLAT,1,Lens,LES MURS PORT_CYRIL GELBLAT
LES MURS PORT,CYRIL GELBLAT,1,Lens,LES MURS PORT_CYRIL GELBLAT
LES MURS PORT,CYRIL GELBLAT,1,Lens,LES MURS PORT_CYRIL GELBLAT
LES MURS PORT,CYRIL GELBLAT,1,Lens,LES MURS PORT_CYRIL GELBLAT
LES MURS PORT,CYRIL GELBLAT,1,Lens,LES MURS PORT_CYRIL GELBLAT
EXES,MARTIN COGNITO,1,Lens,EXES_MARTIN COGNITO
EXES,MARTIN COGNITO,1,Lens,EXES_MARTIN COGNITO
MUNICH,STEVEN SPIELBERG,1,Lens,MUNICH_STEVEN SPIELBERG
LA FAUTE A FIDEL,JULIE GAVRAS,1,Lens,LA FAUTE A FIDEL_JULIE GAVRAS
LA FAUTE A FIDEL,JULIE GAVRAS,1,Lens,LA FAUTE A FIDEL_JULIE GAVRAS
LA FAUTE A FIDEL,JULIE GAVRAS,1,Lens,LA FAUTE A FIDEL_JULIE GAVRAS
LA FAUTE A FIDEL,JULIE GAVRAS,1,Lens,LA FAUTE A FIDEL_JULIE GAVRAS
LA FAUTE A FIDEL,JULIE GAVRAS,1,Lens,LA FAUTE A FIDEL_JULIE GAVRAS
LA FAUTE A FIDEL,JULIE GAVRAS,1,Lens,LA FAUTE A FIDEL_JULIE GAVRAS
JE VAIS BIEN,PHILIPPE LIORET,1,Lens,JE VAIS BIEN_PHILIPPE LIORET
JE VAIS BIEN,PHILIPPE LIORET,1,Lens,JE VAIS BIEN_PHILIPPE LIORET
CHANGEMENT D'ADRESSE,EMMANUEL MOURET,1,Lens,CHANGEMENT D'ADRESSE_EMMANUEL MOURET
CHANGEMENT D'ADRESSE,EMMANUEL MOURET,1,Lens,CHANGEMENT D'ADRESSE_EMMANUEL MOURET
UN AMOUR DESASTREUX,KARA YOURI,1,Lens,UN AMOUR DESASTREUX_KARA YOURI
UN AMOUR DESASTREUX,KARA YOURI,1,Lens,UN AMOUR DESASTREUX_KARA YOURI
UN AMOUR DESASTREUX,KARA YOURI,1,Lens,UN AMOUR DESASTREUX_KARA YOURI
UN AMOUR DESASTREUX,KARA YOURI,1,Lens,UN AMOUR DESASTREUX_KARA YOURI
UN AMOUR DESASTREUX,KARA YOURI,1,Lens,UN AMOUR DESASTREUX_KARA YOURI
UN AUTRE QUE MOI,LAURENT TIRARD,1,Lens,UN AUTRE QUE MOI_LAURENT TIRARD
UN AUTRE QUE MOI,LAURENT TIRARD,1,Lens,UN AUTRE QUE MOI_LAURENT TIRARD
UN AUTRE QUE MOI,LAURENT TIRARD,1,Lens,UN AUTRE QUE MOI_LAURENT TIRARD
LE SYNDROME DE PETER PAN,A. VIARD,1,Lens,LE SYNDROME DE PETER PAN_A. VIARD
BEFORE SUNSET,RICHARD LINKLATER,1,Lens,BEFORE SUNSET_RICHARD LINKLATER
BEFORE SUNSET,RICHARD LINKLATER,1,Lens,BEFORE SUNSET_RICHARD LINKLATER
BEFORE SUNSET,RICHARD LINKLATER,1,Lens,BEFORE SUNSET_RICHARD LINKLATER
BEFORE SUNSET,RICHARD LINKLATER,1,Lens,BEFORE SUNSET_RICHARD LINKLATER
BEFORE SUNSET,RICHARD LINKLATER,1,Lens,BEFORE SUNSET_RICHARD LINKLATER
BEFORE SUNSET,RICHARD LINKLATER,1,Lens,BEFORE SUNSET_RICHARD LINKLATER
BEFORE SUNSET,RICHARD LINKLATER,1,Lens,BEFORE SUNSET_RICHARD LINKLATER
BEFORE SUNSET,RICHARD LINKLATER,1,Lens,BEFORE SUNSET_RICHARD LINKLATER
RUE DES SANS PAPIERS,ALAIN CARVILLE,1,Lens,RUE DES SANS PAPIERS_ALAIN CARVILLE
RUE DES SANS PAPIERS,ALAIN CARVILLE,1,Lens,RUE DES SANS PAPIERS_ALAIN CARVILLE
RUE DES SANS PAPIERS,ALAIN CARVILLE,1,Lens,RUE DES SANS PAPIERS_ALAIN CARVILLE
RUE DES SANS PAPIERS,ALAIN CARVILLE,1,Lens,RUE DES SANS PAPIERS_ALAIN CARVILLE
RUE DES SANS PAPIERS,ALAIN CARVILLE,1,Lens,RUE DES SANS PAPIERS_ALAIN CARVILLE
RUE DES SANS PAPIERS,ALAIN CARVILLE,1,Lens,RUE DES SANS PAPIERS_ALAIN CARVILLE
ILS SE MARIERENT ET EURENT BEAUCOUP D'ENFANTS,YVAN ATTAL,1,Lens,ILS SE MARIERENT ET EURENT BEAUCOUP D'ENFANTS_YVAN ATTAL
ILS SE MARIERENT ET EURENT BEAUCOUP D'ENFANTS,YVAN ATTAL,1,Lens,ILS SE MARIERENT ET EURENT BEAUCOUP D'ENFANTS_YVAN ATTAL
POINT DE RUPTURE,BLAISE GIULANI,1,Lens,POINT DE RUPTURE_BLAISE GIULANI
JE SUIS UN ASSASSIN,THOMAS VINCENT,1,Lens,JE SUIS UN ASSASSIN_THOMAS VINCENT
JE SUIS UN ASSASSIN,THOMAS VINCENT,1,Lens,JE SUIS UN ASSASSIN_THOMAS VINCENT
TOURISTES ? OH YES,JEAN PIERRE MOCKY,1,Lens,TOURISTES ? OH YES_JEAN PIERRE MOCKY
CAUSE TOUJOURS,JEANNE LABRUNE,1,Lens,CAUSE TOUJOURS_JEANNE LABRUNE
ENTRE VIVRE ET REVER,ALFSONSO ALBACETE,1,Lens,ENTRE VIVRE ET REVER_ALFSONSO ALBACETE
ENTRE VIVRE ET REVER,ALFSONSO ALBACETE,1,Lens,ENTRE VIVRE ET REVER_ALFSONSO ALBACETE
LE PAPILLON,P. MUYL,1,Lens,LE PAPILLON_P. MUYL
LE PAPILLON,P. MUYL,1,Lens,LE PAPILLON_P. MUYL
LE PAPILLON,P. MUYL,1,Lens,LE PAPILLON_P. MUYL
LE PACTE DU SILENCE,GRAHAM GUIT,1,Lens,LE PACTE DU SILENCE_GRAHAM GUIT
ALPHONSE & SCOTCH,FRANCOIS DESAGNAT,1,Lens,ALPHONSE & SCOTCH_FRANCOIS DESAGNAT
ALPHONSE & SCOTCH,FRANCOIS DESAGNAT,1,Lens,ALPHONSE & SCOTCH_FRANCOIS DESAGNAT
ALPHONSE & SCOTCH,FRANCOIS DESAGNAT,1,Lens,ALPHONSE & SCOTCH_FRANCOIS DESAGNAT
ALPHONSE & SCOTCH,FRANCOIS DESAGNAT,1,Lens,ALPHONSE & SCOTCH_FRANCOIS DESAGNAT
MOI- CESAR,RICHARD BERRY,1,Lens,MOI- CESAR_RICHARD BERRY
MOI- CESAR,RICHARD BERRY,1,Lens,MOI- CESAR_RICHARD BERRY
LE COEUR  DES HOMMES,MARC ESPOSITO,1,Lens,LE COEUR  DES HOMMES_MARC ESPOSITO
AU ROYAUME DES CIEUX,V. BRUNI-TEDESCHI,1,Lens,AU ROYAUME DES CIEUX_V. BRUNI-TEDESCHI
AU ROYAUME DES CIEUX,V. BRUNI-TEDESCHI,1,Lens,AU ROYAUME DES CIEUX_V. BRUNI-TEDESCHI
AU ROYAUME DES CIEUX,V. BRUNI-TEDESCHI,1,Lens,AU ROYAUME DES CIEUX_V. BRUNI-TEDESCHI
THE DREAMERS,BERNARDO BERTOLUCCI,1,Lens,THE DREAMERS_BERNARDO BERTOLUCCI
THE DREAMERS,BERNARDO BERTOLUCCI,1,Lens,THE DREAMERS_BERNARDO BERTOLUCCI
L'EAU...LE FEU,LUCIANO EMMER,1,Lens,L'EAU...LE FEU_LUCIANO EMMER
JEUNES- BEAUX....MAIS DETRAQUES,IGOR SEKULIC,1,Lens,JEUNES- BEAUX....MAIS DETRAQUES_IGOR SEKULIC
JEUNES- BEAUX....MAIS DETRAQUES,IGOR SEKULIC,1,Lens,JEUNES- BEAUX....MAIS DETRAQUES_IGOR SEKULIC
JEUNES- BEAUX....MAIS DETRAQUES,IGOR SEKULIC,1,Lens,JEUNES- BEAUX....MAIS DETRAQUES_IGOR SEKULIC
JEUNES- BEAUX....MAIS DETRAQUES,IGOR SEKULIC,1,Lens,JEUNES- BEAUX....MAIS DETRAQUES_IGOR SEKULIC
JEUNES- BEAUX....MAIS DETRAQUES,IGOR SEKULIC,1,Lens,JEUNES- BEAUX....MAIS DETRAQUES_IGOR SEKULIC
JEUNES- BEAUX....MAIS DETRAQUES,IGOR SEKULIC,1,Lens,JEUNES- BEAUX....MAIS DETRAQUES_IGOR SEKULIC
CHOUCHOU,MERZAK ALLOUACHE,1,Lens,CHOUCHOU_MERZAK ALLOUACHE
A LA PETITE SEMAINE,SAM KARMAN,1,Lens,A LA PETITE SEMAINE_SAM KARMAN
FILLES UNIQUES,PIERRE JOLIVET,1,Lens,FILLES UNIQUES_PIERRE JOLIVET
FILLES UNIQUES,PIERRE JOLIVET,1,Lens,FILLES UNIQUES_PIERRE JOLIVET
FILLES UNIQUES,PIERRE JOLIVET,1,Lens,FILLES UNIQUES_PIERRE JOLIVET
FILLES UNIQUES,PIERRE JOLIVET,1,Lens,FILLES UNIQUES_PIERRE JOLIVET
MAUVAIS ESPRIT,PATRICK  ALESSANDRIN,1,Lens,MAUVAIS ESPRIT_PATRICK  ALESSANDRIN
MAUVAIS ESPRIT,PATRICK  ALESSANDRIN,1,Lens,MAUVAIS ESPRIT_PATRICK  ALESSANDRIN
LAISSE TES MAINS SUR MES HANCHES,CHANTAL LAUBY,1,Lens,LAISSE TES MAINS SUR MES HANCHES_CHANTAL LAUBY
TAIS TOI,FRANCIS VEBER,1,Lens,TAIS TOI_FRANCIS VEBER
TAIS TOI,FRANCIS VEBER,1,Lens,TAIS TOI_FRANCIS VEBER
TAIS TOI,FRANCIS VEBER,1,Lens,TAIS TOI_FRANCIS VEBER
TAIS TOI,FRANCIS VEBER,1,Lens,TAIS TOI_FRANCIS VEBER
TAIS TOI,FRANCIS VEBER,1,Lens,TAIS TOI_FRANCIS VEBER
TAIS TOI,FRANCIS VEBER,1,Lens,TAIS TOI_FRANCIS VEBER
TAIS TOI,FRANCIS VEBER,1,Lens,TAIS TOI_FRANCIS VEBER
TAIS TOI,FRANCIS VEBER,1,Lens,TAIS TOI_FRANCIS VEBER
TAIS TOI,FRANCIS VEBER,1,Lens,TAIS TOI_FRANCIS VEBER
LES CLEFS DE BAGNOLE,LAURENT BAFFIE,1,Lens,LES CLEFS DE BAGNOLE_LAURENT BAFFIE
LES CLEFS DE BAGNOLE,LAURENT BAFFIE,1,Lens,LES CLEFS DE BAGNOLE_LAURENT BAFFIE
TRES BIEN MERCI,EMMANUELLE CUAU,1,Lens,TRES BIEN MERCI_EMMANUELLE CUAU
TRES BIEN MERCI,EMMANUELLE CUAU,1,Lens,TRES BIEN MERCI_EMMANUELLE CUAU
CE QUE JE SAIS DE LOLA,JAVIER REBOLLO,1,Lens,CE QUE JE SAIS DE LOLA_JAVIER REBOLLO
CE QUE JE SAIS DE LOLA,JAVIER REBOLLO,1,Lens,CE QUE JE SAIS DE LOLA_JAVIER REBOLLO
ANDALUCIA,ALAIN GOMIS,1,Lens,ANDALUCIA_ALAIN GOMIS
ANDALUCIA,ALAIN GOMIS,1,Lens,ANDALUCIA_ALAIN GOMIS
ANDALUCIA,ALAIN GOMIS,1,Lens,ANDALUCIA_ALAIN GOMIS
ANDALUCIA,ALAIN GOMIS,1,Lens,ANDALUCIA_ALAIN GOMIS
ANDALUCIA,ALAIN GOMIS,1,Lens,ANDALUCIA_ALAIN GOMIS
MAUVAISE FOI,ROSCHDY ZEM,1,Lens,MAUVAISE FOI_ROSCHDY ZEM
MAUVAISE FOI,ROSCHDY ZEM,1,Lens,MAUVAISE FOI_ROSCHDY ZEM
MAUVAISE FOI,ROSCHDY ZEM,1,Lens,MAUVAISE FOI_ROSCHDY ZEM
MES COPINES,SYLVIE AYME,1,Lens,MES COPINES_SYLVIE AYME
MES COPINES,SYLVIE AYME,1,Lens,MES COPINES_SYLVIE AYME
MES COPINES,SYLVIE AYME,1,Lens,MES COPINES_SYLVIE AYME
LE DIABLE S'HABILLE EN PRADA,DAVID FRANKEL,1,Lens,LE DIABLE S'HABILLE EN PRADA_DAVID FRANKEL
MON MEILLEUR AMI,PATRICE LECONTE,1,Lens,MON MEILLEUR AMI_PATRICE LECONTE
MON MEILLEUR AMI,PATRICE LECONTE,1,Lens,MON MEILLEUR AMI_PATRICE LECONTE
DANS PARIS,CHRISTOPHE HONORE,1,Lens,DANS PARIS_CHRISTOPHE HONORE
DANS PARIS,CHRISTOPHE HONORE,1,Lens,DANS PARIS_CHRISTOPHE HONORE
CHANGEMENT D'ADRESSE,EMMANUEL MOURET,1,Lens,CHANGEMENT D'ADRESSE_EMMANUEL MOURET
CHANGEMENT D'ADRESSE,EMMANUEL MOURET,1,Lens,CHANGEMENT D'ADRESSE_EMMANUEL MOURET
MADAME IRMA,DIDIER BOURDON,1,Lens,MADAME IRMA_DIDIER BOURDON
LES AMBITIEUX,CATHERINE CORSINI,1,Lens,LES AMBITIEUX_CATHERINE CORSINI
LES AMBITIEUX,CATHERINE CORSINI,1,Lens,LES AMBITIEUX_CATHERINE CORSINI
BELLE TOUJOURS,MANUEL DE OLIVEIRA,1,Lens,BELLE TOUJOURS_MANUEL DE OLIVEIRA
BELLE TOUJOURS,MANUEL DE OLIVEIRA,1,Lens,BELLE TOUJOURS_MANUEL DE OLIVEIRA
BELLE TOUJOURS,MANUEL DE OLIVEIRA,1,Lens,BELLE TOUJOURS_MANUEL DE OLIVEIRA
BELLE TOUJOURS,MANUEL DE OLIVEIRA,1,Lens,BELLE TOUJOURS_MANUEL DE OLIVEIRA
MA PLACE AU SOLEIL,ERIC DE MONTALIER,1,Lens,MA PLACE AU SOLEIL_ERIC DE MONTALIER
L'EMPREINTE DE L'ANGE,SAFY NEBBOU,1,Lens,L'EMPREINTE DE L'ANGE_SAFY NEBBOU
EL TOURBINI,AHMED MEDHAT MORSY,1,Lens,EL TOURBINI_AHMED MEDHAT MORSY
EL TOURBINI,AHMED MEDHAT MORSY,1,Lens,EL TOURBINI_AHMED MEDHAT MORSY
EL TOURBINI,AHMED MEDHAT MORSY,1,Lens,EL TOURBINI_AHMED MEDHAT MORSY
TEEN SPIRIT,OLIVIER DE PLAS,1,Lens,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Lens,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Lens,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Lens,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Lens,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Lens,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Lens,TEEN SPIRIT_OLIVIER DE PLAS
TEEN SPIRIT,OLIVIER DE PLAS,1,Lens,TEEN SPIRIT_OLIVIER DE PLAS
NE TE RETOURNE PAS,MARINA DE VAN,1,Lens,NE TE RETOURNE PAS_MARINA DE VAN
NE TE RETOURNE PAS,MARINA DE VAN,1,Lens,NE TE RETOURNE PAS_MARINA DE VAN
NE TE RETOURNE PAS,MARINA DE VAN,1,Lens,NE TE RETOURNE PAS_MARINA DE VAN
NE TE RETOURNE PAS,MARINA DE VAN,1,Lens,NE TE RETOURNE PAS_MARINA DE VAN
NE TE RETOURNE PAS,MARINA DE VAN,1,Lens,NE TE RETOURNE PAS_MARINA DE VAN
NE TE RETOURNE PAS,MARINA DE VAN,1,Lens,NE TE RETOURNE PAS_MARINA DE VAN
NE TE RETOURNE PAS,MARINA DE VAN,1,Lens,NE TE RETOURNE PAS_MARINA DE VAN
AVANT QUE J'OUBLIE,JACQUES NOLOT,1,Lens,AVANT QUE J'OUBLIE_JACQUES NOLOT
AVANT QUE J'OUBLIE,JACQUES NOLOT,1,Lens,AVANT QUE J'OUBLIE_JACQUES NOLOT
CHRYSALIS (AVATAR),JULIEN LECLERCQ,1,Lens,CHRYSALIS (AVATAR)_JULIEN LECLERCQ
CHRYSALIS (AVATAR),JULIEN LECLERCQ,1,Lens,CHRYSALIS (AVATAR)_JULIEN LECLERCQ
UN CHATEAU EN ESPAGNE,ISABELLE DOVAL,1,Lens,UN CHATEAU EN ESPAGNE_ISABELLE DOVAL
UN CHATEAU EN ESPAGNE,ISABELLE DOVAL,1,Lens,UN CHATEAU EN ESPAGNE_ISABELLE DOVAL
UN CHATEAU EN ESPAGNE,ISABELLE DOVAL,1,Lens,UN CHATEAU EN ESPAGNE_ISABELLE DOVAL
FRAGILE(S),MARTIN VALENTE,1,Lens,FRAGILE(S)_MARTIN VALENTE
FRAGILE(S),MARTIN VALENTE,1,Lens,FRAGILE(S)_MARTIN VALENTE
LA VIE D'ARTISTE,MARC FITOUSSI,1,Lens,LA VIE D'ARTISTE_MARC FITOUSSI
LA VIE D'ARTISTE,MARC FITOUSSI,1,Lens,LA VIE D'ARTISTE_MARC FITOUSSI
LA VIE D'ARTISTE,MARC FITOUSSI,1,Lens,LA VIE D'ARTISTE_MARC FITOUSSI
DEMANDEZ LA PERMISSION AUX ENFANTS,E. CIVANYAN,1,Lens,DEMANDEZ LA PERMISSION AUX ENFANTS_E. CIVANYAN
JE DETESTE LES ENFANTS DES AUTRES,ANNE FASSIO,1,Lens,JE DETESTE LES ENFANTS DES AUTRES_ANNE FASSIO
L'AMOUR CACHE,ALESSANDRO CAPONE,1,Lens,L'AMOUR CACHE_ALESSANDRO CAPONE
L'AMOUR CACHE,ALESSANDRO CAPONE,1,Lens,L'AMOUR CACHE_ALESSANDRO CAPONE
L'AMOUR CACHE,ALESSANDRO CAPONE,1,Lens,L'AMOUR CACHE_ALESSANDRO CAPONE
L'AMOUR CACHE,ALESSANDRO CAPONE,1,Lens,L'AMOUR CACHE_ALESSANDRO CAPONE
RUSH HOUR 3,BRETT RATNER,1,Lens,RUSH HOUR 3_BRETT RATNER
RUSH HOUR 3,BRETT RATNER,1,Lens,RUSH HOUR 3_BRETT RATNER
RUSH HOUR 3,BRETT RATNER,1,Lens,RUSH HOUR 3_BRETT RATNER
RUSH HOUR 3,BRETT RATNER,1,Lens,RUSH HOUR 3_BRETT RATNER
RUSH HOUR 3,BRETT RATNER,1,Lens,RUSH HOUR 3_BRETT RATNER
RUSH HOUR 3,BRETT RATNER,1,Lens,RUSH HOUR 3_BRETT RATNER
RUSH HOUR 3,BRETT RATNER,1,Lens,RUSH HOUR 3_BRETT RATNER
RUSH HOUR 3,BRETT RATNER,1,Lens,RUSH HOUR 3_BRETT RATNER
RUSH HOUR 3,BRETT RATNER,1,Lens,RUSH HOUR 3_BRETT RATNER
RUSH HOUR 3,BRETT RATNER,1,Lens,RUSH HOUR 3_BRETT RATNER
RUSH HOUR 3,BRETT RATNER,1,Lens,RUSH HOUR 3_BRETT RATNER
RUSH HOUR 3,BRETT RATNER,1,Lens,RUSH HOUR 3_BRETT RATNER
RUSH HOUR 3,BRETT RATNER,1,Lens,RUSH HOUR 3_BRETT RATNER
RUSH HOUR 3,BRETT RATNER,1,Lens,RUSH HOUR 3_BRETT RATNER
RUSH HOUR 3,BRETT RATNER,1,Lens,RUSH HOUR 3_BRETT RATNER
3 AMIS,MICHEL BOUJENAH,1,Lens,3 AMIS_MICHEL BOUJENAH
NOTHING SACRED,DYLAN BANK,1,Lens,NOTHING SACRED_DYLAN BANK
NOTHING SACRED,DYLAN BANK,1,Lens,NOTHING SACRED_DYLAN BANK
LE COEUR DES HOMMES 2,MARC ESPOSITO,1,Lens,LE COEUR DES HOMMES 2_MARC ESPOSITO
LE COEUR DES HOMMES 2,MARC ESPOSITO,1,Lens,LE COEUR DES HOMMES 2_MARC ESPOSITO
LE COEUR DES HOMMES 2,MARC ESPOSITO,1,Lens,LE COEUR DES HOMMES 2_MARC ESPOSITO
LE COEUR DES HOMMES 2,MARC ESPOSITO,1,Lens,LE COEUR DES HOMMES 2_MARC ESPOSITO
LE COEUR DES HOMMES 2,MARC ESPOSITO,1,Lens,LE COEUR DES HOMMES 2_MARC ESPOSITO
LE BALLON ROUGE,HOU HSIAO HSIEN,1,Lens,LE BALLON ROUGE_HOU HSIAO HSIEN
LE BALLON ROUGE,HOU HSIAO HSIEN,1,Lens,LE BALLON ROUGE_HOU HSIAO HSIEN
LE BALLON ROUGE,HOU HSIAO HSIEN,1,Lens,LE BALLON ROUGE_HOU HSIAO HSIEN
LE BALLON ROUGE,HOU HSIAO HSIEN,1,Lens,LE BALLON ROUGE_HOU HSIAO HSIEN
LE BALLON ROUGE,HOU HSIAO HSIEN,1,Lens,LE BALLON ROUGE_HOU HSIAO HSIEN
LE BALLON ROUGE,HOU HSIAO HSIEN,1,Lens,LE BALLON ROUGE_HOU HSIAO HSIEN
LE BALLON ROUGE,HOU HSIAO HSIEN,1,Lens,LE BALLON ROUGE_HOU HSIAO HSIEN
LE BALLON ROUGE,HOU HSIAO HSIEN,1,Lens,LE BALLON ROUGE_HOU HSIAO HSIEN
L'AGE D'HOMME,RAPHAEL FEJTO,1,Lens,L'AGE D'HOMME_RAPHAEL FEJTO
L'AGE D'HOMME,RAPHAEL FEJTO,1,Lens,L'AGE D'HOMME_RAPHAEL FEJTO
LE DERNIER GANG (LES BUTTES CHAUMONT),ARIEL ZEITOUN,1,Lens,LE DERNIER GANG (LES BUTTES CHAUMONT)_ARIEL ZEITOUN
LE DERNIER GANG (LES BUTTES CHAUMONT),ARIEL ZEITOUN,1,Lens,LE DERNIER GANG (LES BUTTES CHAUMONT)_ARIEL ZEITOUN
